Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
406287-amplifying-strappy-thong,,,,,,,,,Periwinkle,,L/XL,,,MP-406287PELX,,shopify,4,deny,manual,27.99,,TRUE,TRUE,845830091336.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/406287PE_1.jpg,g,,9.95,,,,,,,
406287-amplifying-strappy-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/406287PE_2.jpg,2,406287 Amplifying Strappy Thong - Back View,,,,,,,,,,,,,,,,,,,,
406287-amplifying-strappy-thong,,,,,,,,,Periwinkle,,S/M,,,MP-406287PESM,,shopify,1,deny,manual,27.99,,TRUE,TRUE,845830091329.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/406287PE_1.jpg,g,,9.95,,,,,,,
406287-amplifying-strappy-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/406287PE_2.jpg,2,406287 Amplifying Strappy Thong - Back View,,,,,,,,,,,,,,,,,,,,
147288-mini-short,147288 Mini Short,"<p>From the Show Stopper collection by Male Power, the Mini Short with low cut waist, high cut legs, and open hips with plush elastic straps adorned with ornamental tunnel beading.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Silver Mesh Dot,Size,Large,,,MP-147288BKLG,,shopify,224,deny,manual,33.99,,TRUE,TRUE,845830091473.0,https://www.magicsilk.com/uploads/wholesale-images/147288BK_1.jpg,1,147288 Mini Short,FALSE,147288 Mini Short,"From the Show Stopper collection by Male Power, the Mini Short with low cut waist, high cut legs, and open hips with plush elastic straps adorned with ornamental tunnel beading.",Apparel & Accessories > Clothing > Lingerie,,,845830091473.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/147288BK_1.jpg,g,,13.95,TRUE,,,TRUE,,,active
147288-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/147288BK_2.jpg,2,147288 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
147288-mini-short,,,,,,,,,Silver Mesh Dot,,Medium,,,MP-147288BKMD,,shopify,253,deny,manual,33.99,,TRUE,TRUE,845830091466.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/147288BK_1.jpg,g,,13.95,,,,,,,
147288-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/147288BK_2.jpg,2,147288 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
147288-mini-short,,,,,,,,,Silver Mesh Dot,,Small,,,MP-147288BKSL,,shopify,207,deny,manual,33.99,,TRUE,TRUE,845830091459.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/147288BK_1.jpg,g,,13.95,,,,,,,
147288-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/147288BK_2.jpg,2,147288 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
147288-mini-short,,,,,,,,,Silver Mesh Dot,,X-Large,,,MP-147288BKXL,,shopify,196,deny,manual,33.99,,TRUE,TRUE,845830091480.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/147288BK_1.jpg,g,,13.95,,,,,,,
147288-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/147288BK_2.jpg,2,147288 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
384288-jock,384288 Jock,"<p>From the Show Stopper collection by Male Power, the Classic Jock with plush elastic straps adorned with ornamental tunnel beading, Plush elastic trim, waistband and butt boosting leg bands.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Silver Mesh Dot,Size,L/XL,,,MP-384288BKLX,,shopify,273,deny,manual,28.99,,TRUE,TRUE,845830091527.0,https://www.magicsilk.com/uploads/wholesale-images/384288BK_1.jpg,1,384288 Jock,FALSE,384288 Jock,"From the Show Stopper collection by Male Power, the Classic Jock with plush elastic straps adorned with ornamental tunnel beading, Plush elastic trim, waistband and butt boosting leg bands.",Apparel & Accessories > Clothing > Lingerie,,,845830091527.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/384288BK_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
384288-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/384288BK_2.jpg,2,384288 Jock - Back View,,,,,,,,,,,,,,,,,,,,
384288-jock,,,,,,,,,Silver Mesh Dot,,S/M,,,MP-384288BKSM,,shopify,161,deny,manual,28.99,,TRUE,TRUE,845830091510.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/384288BK_1.jpg,g,,10.95,,,,,,,
384288-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/384288BK_2.jpg,2,384288 Jock - Back View,,,,,,,,,,,,,,,,,,,,
407288-thong,407288 Thong,"<p>From the Show Stopper collection by Male Power, the Classic Thong with plush elastic trim and plush elastic staps on hips adorned with ornamental tunnel beading. 1 inch t-back. Fulll rear exposure.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Silver Mesh Dot,Size,L/XL,,,MP-407288BKLX,,shopify,237,deny,manual,27.99,,TRUE,TRUE,845830091503.0,https://www.magicsilk.com/uploads/wholesale-images/407288BK_1.jpg,1,407288 Thong,FALSE,407288 Thong,"From the Show Stopper collection by Male Power, the Classic Thong with plush elastic trim and plush elastic staps on hips adorned with ornamental tunnel beading. 1 inch t-back. Fulll rear exposure.",Apparel & Accessories > Clothing > Lingerie,,,845830091503.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/407288BK_1.jpg,g,,9.95,TRUE,,,TRUE,,,active
407288-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/407288BK_2.jpg,2,407288 Thong - Back View,,,,,,,,,,,,,,,,,,,,
407288-thong,,,,,,,,,Silver Mesh Dot,,S/M,,,MP-407288BKSM,,shopify,166,deny,manual,27.99,,TRUE,TRUE,845830091497.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/407288BK_1.jpg,g,,9.95,,,,,,,
407288-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/407288BK_2.jpg,2,407288 Thong - Back View,,,,,,,,,,,,,,,,,,,,
450288-posing-strap,450288 Posing Strap,"<p>From the Show Stopper collection by Male Power, the Classic Posing Strap g-string with plush elastic trim adorned with ornamental tunnel beading on both sides of the contoured pouch. Full rear exposure.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Silver Mesh Dot,Size,One Size,,,MP-450288BK1S,,shopify,428,deny,manual,22.99,,TRUE,TRUE,845830091534.0,https://www.magicsilk.com/uploads/wholesale-images/450288BK_1.jpg,1,450288 Posing Strap,FALSE,450288 Posing Strap,"From the Show Stopper collection by Male Power, the Classic Posing Strap g-string with plush elastic trim adorned with ornamental tunnel beading on both sides of the contoured pouch. Full rear exposure.",Apparel & Accessories > Clothing > Lingerie,,,845830091534.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450288BK_1.jpg,g,,6.95,TRUE,,,TRUE,,,active
450288-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450288BK_2.jpg,2,450288 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,145907 Mini Short,"<p>From the KaleiDickscope collection by Male Power, the Mini Short with low cut waist, high cut legs and contoured pouch. Full Rear Coverage.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Sky Blue,Size,Large,,,MP-145907BELG,,shopify,25,deny,manual,28.99,,TRUE,TRUE,845830090803.0,https://www.magicsilk.com/uploads/wholesale-images/145907BE_1.jpg,1,145907 Mini Short,FALSE,145907 Mini Short,"From the KaleiDickscope collection by Male Power, the Mini Short with low cut waist, high cut legs and contoured pouch. Full Rear Coverage.",Apparel & Accessories > Clothing > Lingerie,,,845830090803.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/145907BE_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BE_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,,,,,,,,,Sky Blue,,Medium,,,MP-145907BEMD,,shopify,28,deny,manual,28.99,,TRUE,TRUE,845830090797.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BE_1.jpg,g,,10.95,,,,,,,
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BE_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,,,,,,,,,Sky Blue,,Small,,,MP-145907BESL,,shopify,32,deny,manual,28.99,,TRUE,TRUE,845830090780.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BE_1.jpg,g,,10.95,,,,,,,
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BE_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,,,,,,,,,Sky Blue,,X-Large,,,MP-145907BEXL,,shopify,41,deny,manual,28.99,,TRUE,TRUE,845830090810.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BE_1.jpg,g,,10.95,,,,,,,
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BE_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,,,,,,,,,Black,,Large,,,MP-145907BKLG,,shopify,24,deny,manual,28.99,,TRUE,TRUE,845830090643.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_1.jpg,g,,10.95,,,,,,,
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,,,,,,,,,Black,,Medium,,,MP-145907BKMD,,shopify,12,deny,manual,28.99,,TRUE,TRUE,845830090636.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_1.jpg,g,,10.95,,,,,,,
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,,,,,,,,,Black,,Small,,,MP-145907BKSL,,shopify,32,deny,manual,28.99,,TRUE,TRUE,845830090629.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_1.jpg,g,,10.95,,,,,,,
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145907-mini-short,,,,,,,,,Black,,X-Large,,,MP-145907BKXL,,shopify,33,deny,manual,28.99,,TRUE,TRUE,845830090650.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_1.jpg,g,,10.95,,,,,,,
145907-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145907BK_2.jpg,2,145907 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
352907-strappy-ring-jock,352907 Strappy Ring Jock,"<p>From the KaleiDickscope collection by Male Power, the Strappy Ring Jock with tone on tone embossed printed waistband, plush elastic bands attached to two metal back rings, with a y shaped t-back and butt lifting leg bands.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Sky Blue,Size,L/XL,,,MP-352907BELX,,shopify,6,deny,manual,27.99,,TRUE,TRUE,845830090858.0,https://www.magicsilk.com/uploads/wholesale-images/352907BE_1.jpg,1,352907 Strappy Ring Jock,FALSE,352907 Strappy Ring Jock,"From the KaleiDickscope collection by Male Power, the Strappy Ring Jock with tone on tone embossed printed waistband, plush elastic bands attached to two metal back rings, with a y shaped t-back and butt lifting leg bands.",Apparel & Accessories > Clothing > Lingerie,,,845830090858.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/352907BE_1.jpg,g,,9.95,TRUE,,,TRUE,,,active
352907-strappy-ring-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352907BE_2.jpg,2,352907 Strappy Ring Jock - Back View,,,,,,,,,,,,,,,,,,,,
352907-strappy-ring-jock,,,,,,,,,Sky Blue,,S/M,,,MP-352907BESM,,shopify,-1,deny,manual,27.99,,TRUE,TRUE,845830090841.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352907BE_1.jpg,g,,9.95,,,,,,,
352907-strappy-ring-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352907BE_2.jpg,2,352907 Strappy Ring Jock - Back View,,,,,,,,,,,,,,,,,,,,
352907-strappy-ring-jock,,,,,,,,,Black,,L/XL,,,MP-352907BKLX,,shopify,-1,deny,manual,27.99,,TRUE,TRUE,845830090834.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352907BK_1.jpg,g,,9.95,,,,,,,
352907-strappy-ring-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352907BK_2.jpg,2,352907 Strappy Ring Jock - Back View,,,,,,,,,,,,,,,,,,,,
352907-strappy-ring-jock,,,,,,,,,Black,,S/M,,,MP-352907BKSM,,shopify,12,deny,manual,27.99,,TRUE,TRUE,845830090827.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352907BK_1.jpg,g,,9.95,,,,,,,
352907-strappy-ring-jock,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/352907BK_2.jpg,2,352907 Strappy Ring Jock - Back View,,,,,,,,,,,,,,,,,,,,
442907-bong-thong,442907 Bong Thong,"<p>From the KaleiDickscope collection by Male Power, the Bong Thong, low cut with 1"" t-back and sides, contoured pouch. Full rear exposure.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Sky Blue,Size,L/XL,,,MP-442907BELX,,shopify,73,deny,manual,25.99,,TRUE,TRUE,845830090896.0,https://www.magicsilk.com/uploads/wholesale-images/442907BE_1.jpg,1,442907 Bong Thong,FALSE,442907 Bong Thong,"From the KaleiDickscope collection by Male Power, the Bong Thong, low cut with 1"" t-back and sides, contoured pouch. Full rear exposure.",Apparel & Accessories > Clothing > Lingerie,,,845830090896.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/442907BE_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
442907-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442907BE_2.jpg,2,442907 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442907-bong-thong,,,,,,,,,Sky Blue,,S/M,,,MP-442907BESM,,shopify,114,deny,manual,25.99,,TRUE,TRUE,845830090889.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442907BE_1.jpg,g,,8.95,,,,,,,
442907-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442907BE_2.jpg,2,442907 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442907-bong-thong,,,,,,,,,Black,,L/XL,,,MP-442907BKLX,,shopify,55,deny,manual,25.99,,TRUE,TRUE,845830090872.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442907BK_1.jpg,g,,8.95,,,,,,,
442907-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442907BK_2.jpg,2,442907 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442907-bong-thong,,,,,,,,,Black,,S/M,,,MP-442907BKSM,,shopify,43,deny,manual,25.99,,TRUE,TRUE,845830090865.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442907BK_1.jpg,g,,8.95,,,,,,,
442907-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442907BK_2.jpg,2,442907 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
450907-posing-strap,450907 Posing Strap,"<p>From the KaleiDickscope collection by Male Power, the Posing Strap g-string with plush elastic, adjustable sliding contour pouch, and a g-string back for full rear exposure.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Sky Blue,Size,One Size,,,MP-450907BE1S,,shopify,7,deny,manual,18.99,,TRUE,TRUE,845830090957.0,https://www.magicsilk.com/uploads/wholesale-images/450907BE_1.jpg,1,450907 Posing Strap,FALSE,450907 Posing Strap,"From the KaleiDickscope collection by Male Power, the Posing Strap g-string with plush elastic, adjustable sliding contour pouch, and a g-string back for full rear exposure.",Apparel & Accessories > Clothing > Lingerie,,,845830090957.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450907BE_1.jpg,g,,4.5,TRUE,,,TRUE,,,active
450907-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450907BE_2.jpg,2,450907 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
450907-posing-strap,,,,,,,,,Black,,One Size,,,MP-450907BK1S,,shopify,31,deny,manual,18.99,,TRUE,TRUE,845830090940.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450907BK_1.jpg,g,,4.5,,,,,,,
450907-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450907BK_2.jpg,2,450907 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
145908-mini-short,145908 Mini Short,"<p>From the Cabana Banana collection by Male Power, the Mini short with low cut waist, high cut legs, and a contoured, uplift pouch. Tricolored horizontal striped print. Full rear coverage.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Yellow/Grey,Size,Large,,,MP-145908YELG,,shopify,5,deny,manual,28.99,,TRUE,TRUE,845830090988.0,https://www.magicsilk.com/uploads/wholesale-images/145908YE_1.jpg,1,145908 Mini Short,FALSE,145908 Mini Short,"From the Cabana Banana collection by Male Power, the Mini short with low cut waist, high cut legs, and a contoured, uplift pouch. Tricolored horizontal striped print. Full rear coverage.",Apparel & Accessories > Clothing > Lingerie,,,845830090988.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/145908YE_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
145908-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145908YE_2.jpg,2,145908 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145908-mini-short,,,,,,,,,Yellow/Grey,,Medium,,,MP-145908YEMD,,shopify,3,deny,manual,28.99,,TRUE,TRUE,845830090971.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145908YE_1.jpg,g,,10.95,,,,,,,
145908-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145908YE_2.jpg,2,145908 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145908-mini-short,,,,,,,,,Yellow/Grey,,Small,,,MP-145908YESL,,shopify,7,deny,manual,28.99,,TRUE,TRUE,845830090964.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145908YE_1.jpg,g,,10.95,,,,,,,
145908-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145908YE_2.jpg,2,145908 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145908-mini-short,,,,,,,,,Yellow/Grey,,X-Large,,,MP-145908YEXL,,shopify,10,deny,manual,28.99,,TRUE,TRUE,845830090995.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145908YE_1.jpg,g,,10.95,,,,,,,
145908-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145908YE_2.jpg,2,145908 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
442908-bong-thong,442908 Bong Thong,"<p>From the Cabana Banana collection by Male Power, the Bong Thong with low cut waist, contoured pouch, classic 1 inch sides and t-back. Full rear exposure. Tricolored horizontal striped print.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Yellow/Grey,Size,L/XL,,,MP-442908YELX,,shopify,19,deny,manual,25.99,,TRUE,TRUE,845830091015.0,https://www.magicsilk.com/uploads/wholesale-images/442908YE_1.jpg,1,442908 Bong Thong,FALSE,442908 Bong Thong,"From the Cabana Banana collection by Male Power, the Bong Thong with low cut waist, contoured pouch, classic 1 inch sides and t-back. Full rear exposure. Tricolored horizontal striped print.",Apparel & Accessories > Clothing > Lingerie,,,845830091015.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/442908YE_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
442908-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442908YE_2.jpg,2,442908 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
442908-bong-thong,,,,,,,,,Yellow/Grey,,S/M,,,MP-442908YESM,,shopify,1,deny,manual,25.99,,TRUE,TRUE,845830091008.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442908YE_1.jpg,g,,8.95,,,,,,,
442908-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442908YE_2.jpg,2,442908 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
450908-posing-strap,450908 Posing Strap,"<p>From the Cabana Banana collection by Male Power, the Posing strap g-string with plush elastic, adjustable sliding contour pouch, and a g-string back for full rear exposure. Tricolored horizonal striped print.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Yellow/Grey,Size,One Size,,,MP-450908YE1S,,shopify,2,deny,manual,18.99,,TRUE,TRUE,845830091022.0,https://www.magicsilk.com/uploads/wholesale-images/450908YE_1.jpg,1,450908 Posing Strap,FALSE,450908 Posing Strap,"From the Cabana Banana collection by Male Power, the Posing strap g-string with plush elastic, adjustable sliding contour pouch, and a g-string back for full rear exposure. Tricolored horizonal striped print.",Apparel & Accessories > Clothing > Lingerie,,,845830091022.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/450908YE_1.jpg,g,,4.5,TRUE,,,TRUE,,,active
450908-posing-strap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/450908YE_2.jpg,2,450908 Posing Strap - Back View,,,,,,,,,,,,,,,,,,,,
145909-mini-short,145909 Mini Short,"<p>From the Labyrinth collection by Male Power, the Mini Short with low cut waist, high cut legs and a contoured comfort pouch. Full Rear Coverage.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Grey Weave,Size,Large,,,MP-145909GYLG,,shopify,26,deny,manual,28.99,,TRUE,TRUE,845830091053.0,https://www.magicsilk.com/uploads/wholesale-images/145909GY_1.jpg,1,145909 Mini Short,FALSE,145909 Mini Short,"From the Labyrinth collection by Male Power, the Mini Short with low cut waist, high cut legs and a contoured comfort pouch. Full Rear Coverage.",Apparel & Accessories > Clothing > Lingerie,,,845830091053.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/145909GY_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
145909-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145909GY_2.jpg,2,145909 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145909-mini-short,,,,,,,,,Grey Weave,,Medium,,,MP-145909GYMD,,shopify,30,deny,manual,28.99,,TRUE,TRUE,845830091046.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145909GY_1.jpg,g,,10.95,,,,,,,
145909-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145909GY_2.jpg,2,145909 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145909-mini-short,,,,,,,,,Grey Weave,,Small,,,MP-145909GYSL,,shopify,28,deny,manual,28.99,,TRUE,TRUE,845830091039.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145909GY_1.jpg,g,,10.95,,,,,,,
145909-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145909GY_2.jpg,2,145909 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
145909-mini-short,,,,,,,,,Grey Weave,,X-Large,,,MP-145909GYXL,,shopify,40,deny,manual,28.99,,TRUE,TRUE,845830091060.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145909GY_1.jpg,g,,10.95,,,,,,,
145909-mini-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/145909GY_2.jpg,2,145909 Mini Short - Back View,,,,,,,,,,,,,,,,,,,,
442909-bong-thong,442909 Bong Thong,"<p>From the Labyrinth collection by Male Power, the Bong Thong with low cut waist, contoured pouch and classic 1 inch sides and t-back. Full rear exposure.</p>",Male Power,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Grey Weave,Size,L/XL,,,MP-442909GYLX,,shopify,53,deny,manual,25.99,,TRUE,TRUE,845830091084.0,https://www.magicsilk.com/uploads/wholesale-images/442909GY_1.jpg,1,442909 Bong Thong,FALSE,442909 Bong Thong,"From the Labyrinth collection by Male Power, the Bong Thong with low cut waist, contoured pouch and classic 1 inch sides and t-back. Full rear exposure.",Apparel & Accessories > Clothing > Lingerie,,,845830091084.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/442909GY_1.jpg,g,,8.95,TRUE,,,TRUE,,,active
442909-bong-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/442909GY_2.jpg,2,442909 Bong Thong - Back View,,,,,,,,,,,,,,,,,,,,
